PROVIDER_ID,ORGANIZATION_ID,HOSPITAL_ID,HOSPITAL_NAME,NAME,SPECIALITY,GENDER
PRV000218,ORG0218,220090,MILFORD REGIONAL MEDICAL CENTER,Sid118 Wilderman619,GENERAL PRACTICE,M
PRV000219,ORG0219,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Anthony633 Wilderman619,GENERAL PRACTICE,F
PRV000220,ORG0220,220002,MOUNT AUBURN HOSPITAL,Eldridge510 Roob72,GENERAL PRACTICE,M
PRV000221,ORG0221,220177,NANTUCKET COTTAGE HOSPITAL,Shonna561 Feest103,GENERAL PRACTICE,F
PRV000222,ORG0222,220098,NASHOBA VALLEY MEDICAL CENTER,Latrisha74 Rippin620,GENERAL PRACTICE,F
PRV000223,ORG0223,220088,NEW ENGLAND BAPTIST HOSPITAL,Francis500 Ratke343,GENERAL PRACTICE,M
PRV000224,ORG0224,220101,NEWTON-WELLESLEY HOSPITAL,Nickie321 O'Conner199,GENERAL PRACTICE,F
PRV000225,ORG0225,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,Junior695 Pacocha935,GENERAL PRACTICE,M
PRV000226,ORG0226,220035,NORTH SHORE MEDICAL CENTER -,Octavio643 Prosacco716,GENERAL PRACTICE,M
PRV000227,ORG0227,22009F,NORTHAMPTON VA MEDICAL CENTER,Iola859 Rodriguez71,GENERAL PRACTICE,F
PRV000228,ORG0228,220033,NORTHEAST HOSPITAL CORPORATION,Everett935 Dach178,GENERAL PRACTICE,M
PRV000229,ORG0229,220126,NORWOOD HOSPITAL,Claudio955 Bruen238,GENERAL PRACTICE,M
PRV000230,ORG0230,220020,SAINT ANNE'S HOSPITAL,Azucena377 Crona259,GENERAL PRACTICE,F
PRV000231,ORG0231,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Aurore252 Herzog843,GENERAL PRACTICE,F
PRV000232,ORG0232,220100,SOUTH SHORE HOSPITAL,Brooks264 Ziemann98,GENERAL PRACTICE,M
PRV000233,ORG0233,224041,SOUTHCOAST BEHAVIORAL HEALTH,Numbers230 Stehr398,GENERAL PRACTICE,M
PRV000234,ORG0234,220074,SOUTHCOAST HOSPITALS GROUP,Chris95 Haag279,GENERAL PRACTICE,M
PRV000235,ORG0235,220176,ST VINCENT HOSPITAL,Yasmin241 Emard19,GENERAL PRACTICE,F
PRV000236,ORG0236,220008,STURDY MEMORIAL HOSPITAL,Isidra572 Quitzon246,GENERAL PRACTICE,F
PRV000237,ORG0237,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Lawanda300 Bayer639,GENERAL PRACTICE,F
PRV000238,ORG0238,224001,TAUNTON STATE HOSPITAL,Jamal145 Marks830,GENERAL PRACTICE,M
PRV000239,ORG0239,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,Duncan491 Halvorson124,GENERAL PRACTICE,M
PRV000240,ORG0240,220116,TUFTS MEDICAL CENTER,Bertram873 Kutch271,GENERAL PRACTICE,M
PRV000241,ORG0241,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Lenard338 Dickens475,GENERAL PRACTICE,M
PRV000242,ORG0242,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Latrisha74 Mante251,GENERAL PRACTICE,F
PRV000243,ORG0243,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Wilford267 Schmidt332,GENERAL PRACTICE,M
PRV000244,ORG0244,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Alfreda3 Little434,GENERAL PRACTICE,F
PRV000245,ORG0245,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,Denis399 Bailey598,GENERAL PRACTICE,M
PRV000246,ORG0246,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Nancie476 Homenick806,GENERAL PRACTICE,F
PRV000247,ORG0247,224038,"WALDEN BEHAVIORAL CARE, LLC",Oliva247 Runolfsdottir785,GENERAL PRACTICE,F
PRV000248,ORG0248,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Albert312 Hermann103,GENERAL PRACTICE,M
PRV000249,ORG0249,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Courtney281 Kihn564,GENERAL PRACTICE,M
PRV000250,ORG0250,224039,WHITTIER PAVILION,Sheryl275 Brekke496,GENERAL PRACTICE,F
PRV000251,ORG0251,220105,WINCHESTER HOSPITAL,Thanh759 Weber641,GENERAL PRACTICE,M
PRV000252,ORG0252,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Christeen33 Toy286,GENERAL PRACTICE,F
PRV000253,ORG0253,220062,ADCARE HOSPITAL OF WORCESTER INC,Clemente531 Treutel973,GENERAL PRACTICE,M
PRV000254,ORG0254,220029,ANNA JAQUES HOSPITAL,Agustin437 Wehner319,GENERAL PRACTICE,M
PRV000255,ORG0255,224013,ARBOUR HOSPITAL,Haywood675 Bednar518,GENERAL PRACTICE,M
PRV000256,ORG0256,224018,ARBOUR HUMAN RESOURCE INSTITUTE,Noelle559 Padberg411,GENERAL PRACTICE,F
PRV000257,ORG0257,224021,ARBOUR-FULLER HOSPITAL,Benedict104 Barrows492,GENERAL PRACTICE,M
PRV000258,ORG0258,221303,ATHOL MEMORIAL HOSPITAL,Delicia67 Bernhard322,GENERAL PRACTICE,F
PRV000259,ORG0259,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Clement78 Gleason633,GENERAL PRACTICE,M
PRV000260,ORG0260,220077,BAYSTATE MEDICAL CENTER,Mitch821 Powlowski563,GENERAL PRACTICE,M
PRV000261,ORG0261,220065,BAYSTATE NOBLE HOSPITAL,Carl856 King743,GENERAL PRACTICE,F
PRV000262,ORG0262,220030,BAYSTATE WING HOSPITAL,Shemeka786 Conn188,GENERAL PRACTICE,F
PRV000263,ORG0263,22001F,BEDFORD VA MEDICAL CENTER,Regena252 Huel628,GENERAL PRACTICE,F
PRV000264,ORG0264,220046,BERKSHIRE MEDICAL CENTER,Barb55 Renner328,GENERAL PRACTICE,F
PRV000265,ORG0265,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,Ambrose149 Mills423,GENERAL PRACTICE,M
PRV000266,ORG0266,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Cathleen724 Runte676,GENERAL PRACTICE,F
PRV000267,ORG0267,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Deon400 Hansen121,GENERAL PRACTICE,F
PRV000268,ORG0268,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,Gordon377 Lind531,GENERAL PRACTICE,M
PRV000269,ORG0269,223302,BOSTON CHILDREN'S HOSPITAL,Cleveland582 Lesch175,GENERAL PRACTICE,M
PRV000270,ORG0270,220031,BOSTON MEDICAL CENTER,Hellen346 Roberts511,GENERAL PRACTICE,F
PRV000271,ORG0271,220036,BOSTON MEDICAL CENTER-BRIGHTON,Kirby843 Rippin620,GENERAL PRACTICE,M
PRV000272,ORG0272,224022,BOURNEWOOD HOSPITAL,Graciela518 Pabón228,GENERAL PRACTICE,F
PRV000273,ORG0273,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,Blanca837 Magaña874,GENERAL PRACTICE,F
PRV000274,ORG0274,220110,BRIGHAM AND WOMEN'S HOSPITAL,Palmer257 Kuphal363,GENERAL PRACTICE,M
PRV000275,ORG0275,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Carson894 Krajcik437,GENERAL PRACTICE,M
PRV000276,ORG0276,220011,CAMBRIDGE HEALTH ALLIANCE,Eldridge510 Marquardt819,GENERAL PRACTICE,M
PRV000277,ORG0277,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,Beth967 McKenzie376,GENERAL PRACTICE,F
PRV000278,ORG0278,220012,CAPE COD HOSPITAL,Rueben647 Okuneva707,GENERAL PRACTICE,M
PRV000279,ORG0279,220017,CARNEY HOSPITAL,Taylor21 Howe413,GENERAL PRACTICE,M
PRV000280,ORG0280,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Frederick289 Gerhold939,GENERAL PRACTICE,M
PRV000281,ORG0281,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,Shayne60 O'Kon634,GENERAL PRACTICE,F
PRV000282,ORG0282,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Jude172 Reynolds644,GENERAL PRACTICE,M
PRV000283,ORG0283,220084,EMERSON HOSPITAL -,Maynard46 Ward668,GENERAL PRACTICE,M
PRV000284,ORG0284,221302,FAIRVIEW HOSPITAL,Maryjane289 White193,GENERAL PRACTICE,F
PRV000285,ORG0285,220135,FALMOUTH HOSPITAL,Shanita956 Wolff180,GENERAL PRACTICE,F
PRV000286,ORG0286,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Ezra452 Torp761,GENERAL PRACTICE,M
PRV000287,ORG0287,220111,GOOD SAMARITAN MEDICAL CENTER,Ricky354 Little434,GENERAL PRACTICE,M
PRV000288,ORG0288,220095,HEYWOOD HOSPITAL -,Shelby741 Shields502,GENERAL PRACTICE,M
PRV000289,ORG0289,220080,HOLY FAMILY HOSPITAL,Jannet618 Buckridge80,GENERAL PRACTICE,F
PRV000290,ORG0290,220024,HOLYOKE MEDICAL CENTER,Josue598 Flatley871,GENERAL PRACTICE,M
PRV000291,ORG0291,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,Weldon459 Hettinger594,GENERAL PRACTICE,M
PRV000292,ORG0292,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Cira533 Hane680,GENERAL PRACTICE,F
PRV000293,ORG0293,220063,LOWELL GENERAL HOSPITAL,Marco Antonio298 Guerrero997,GENERAL PRACTICE,M
PRV000294,ORG0294,221300,MARTHA'S VINEYARD HOSPITAL INC,Elvera717 Gusikowski974,GENERAL PRACTICE,F
PRV000295,ORG0295,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Man114 Balistreri607,GENERAL PRACTICE,M
PRV000296,ORG0296,220071,MASSACHUSETTS GENERAL HOSPITAL,Freeman822 Sawayn19,GENERAL PRACTICE,M
PRV000297,ORG0297,224007,MCLEAN HOSPITAL CORPORATION,Lyndon118 Block661,GENERAL PRACTICE,M
PRV000298,ORG0298,220070,MELROSEWAKEFIELD HEALTHCARE,Kyle55 Goyette777,GENERAL PRACTICE,M
PRV000299,ORG0299,220066,MERCY MEDICAL CTR,Nicki254 Bartell116,GENERAL PRACTICE,F
PRV000300,ORG0300,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,Patrice780 Walsh511,GENERAL PRACTICE,F
PRV000301,ORG0301,220175,METROWEST MEDICAL CENTER,Darell496 Ebert178,GENERAL PRACTICE,M
PRV000302,ORG0302,220090,MILFORD REGIONAL MEDICAL CENTER,Raymond398 Nicolas769,GENERAL PRACTICE,M
PRV000303,ORG0303,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Charlesetta336 Swift555,GENERAL PRACTICE,F
PRV000304,ORG0304,220002,MOUNT AUBURN HOSPITAL,Rufus33 Langosh790,GENERAL PRACTICE,M
PRV000305,ORG0305,220177,NANTUCKET COTTAGE HOSPITAL,Domitila545 Vandervort697,GENERAL PRACTICE,F
PRV000306,ORG0306,220098,NASHOBA VALLEY MEDICAL CENTER,Monte325 Parisian75,GENERAL PRACTICE,M
PRV000307,ORG0307,220088,NEW ENGLAND BAPTIST HOSPITAL,Parthenia862 Dickens475,GENERAL PRACTICE,F
PRV000308,ORG0308,220101,NEWTON-WELLESLEY HOSPITAL,Nicholle822 Satterfield305,GENERAL PRACTICE,F
PRV000309,ORG0309,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,Mikel238 Miller503,GENERAL PRACTICE,M
PRV000310,ORG0310,220035,NORTH SHORE MEDICAL CENTER -,Renaldo199 Huels583,GENERAL PRACTICE,M
PRV000311,ORG0311,22009F,NORTHAMPTON VA MEDICAL CENTER,Tobias236 Kris249,GENERAL PRACTICE,M
PRV000312,ORG0312,220033,NORTHEAST HOSPITAL CORPORATION,Esteban536 Metz686,GENERAL PRACTICE,M
PRV000313,ORG0313,220126,NORWOOD HOSPITAL,Crystle668 McCullough561,GENERAL PRACTICE,F
PRV000314,ORG0314,220020,SAINT ANNE'S HOSPITAL,María842 Gallegos952,GENERAL PRACTICE,F
PRV000315,ORG0315,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Tambra47 Bosco882,GENERAL PRACTICE,F
PRV000316,ORG0316,220100,SOUTH SHORE HOSPITAL,Dorsey40 Stark857,GENERAL PRACTICE,M
PRV000317,ORG0317,224041,SOUTHCOAST BEHAVIORAL HEALTH,Wilbert25 Nolan344,GENERAL PRACTICE,M
PRV000318,ORG0318,220074,SOUTHCOAST HOSPITALS GROUP,Robert854 Nicolas769,GENERAL PRACTICE,M
PRV000319,ORG0319,220176,ST VINCENT HOSPITAL,Warren653 Beier427,GENERAL PRACTICE,M
PRV000320,ORG0320,220008,STURDY MEMORIAL HOSPITAL,Paul232 Bartell116,GENERAL PRACTICE,M
PRV000321,ORG0321,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Asha251 Grimes165,GENERAL PRACTICE,F
PRV000322,ORG0322,224001,TAUNTON STATE HOSPITAL,Ivory697 Okuneva707,GENERAL PRACTICE,M
PRV000323,ORG0323,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,Clifton91 Lakin515,GENERAL PRACTICE,M
PRV000324,ORG0324,220116,TUFTS MEDICAL CENTER,Reggie481 Schiller186,GENERAL PRACTICE,M
PRV000325,ORG0325,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Lacy523 Littel644,GENERAL PRACTICE,M
PRV000326,ORG0326,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Orville751 Will178,GENERAL PRACTICE,M
PRV000327,ORG0327,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Melida518 Mayert710,GENERAL PRACTICE,F
PRV000328,ORG0328,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Kyoko885 Strosin214,GENERAL PRACTICE,F
PRV000329,ORG0329,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,Henry768 Ebert178,GENERAL PRACTICE,M
PRV000330,ORG0330,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Marielle507 Hayes766,GENERAL PRACTICE,F
PRV000331,ORG0331,224038,"WALDEN BEHAVIORAL CARE, LLC",Stella203 Hammes673,GENERAL PRACTICE,F
PRV000332,ORG0332,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Rob341 Cormier289,GENERAL PRACTICE,M
PRV000333,ORG0333,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Tony646 Hahn503,GENERAL PRACTICE,M
PRV000334,ORG0334,224039,WHITTIER PAVILION,Darrell400 Stokes453,GENERAL PRACTICE,M
PRV000335,ORG0335,220105,WINCHESTER HOSPITAL,Jerry654 Baumbach677,GENERAL PRACTICE,M
PRV000336,ORG0336,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Janey243 Schoen8,GENERAL PRACTICE,F
PRV000337,ORG0337,220062,ADCARE HOSPITAL OF WORCESTER INC,Cristi782 Miller503,GENERAL PRACTICE,F
PRV000338,ORG0338,220029,ANNA JAQUES HOSPITAL,Dean966 Kris249,GENERAL PRACTICE,M
PRV000339,ORG0339,224013,ARBOUR HOSPITAL,Clay913 Mertz280,GENERAL PRACTICE,M
PRV000340,ORG0340,224018,ARBOUR HUMAN RESOURCE INSTITUTE,Marleen824 Ziemann98,GENERAL PRACTICE,F
PRV000341,ORG0341,224021,ARBOUR-FULLER HOSPITAL,Sherwood961 O'Conner199,GENERAL PRACTICE,M
PRV000342,ORG0342,221303,ATHOL MEMORIAL HOSPITAL,Wilbur107 Rau926,GENERAL PRACTICE,M
PRV000343,ORG0343,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Rayford811 Abbott774,GENERAL PRACTICE,M
PRV000344,ORG0344,220077,BAYSTATE MEDICAL CENTER,Maybell872 Quitzon246,GENERAL PRACTICE,F
PRV000345,ORG0345,220065,BAYSTATE NOBLE HOSPITAL,Cristi782 Leannon79,GENERAL PRACTICE,F
PRV000346,ORG0346,220030,BAYSTATE WING HOSPITAL,Maricruz991 Considine820,GENERAL PRACTICE,F
PRV000347,ORG0347,22001F,BEDFORD VA MEDICAL CENTER,Shaquita282 Graham902,GENERAL PRACTICE,F
PRV000348,ORG0348,220046,BERKSHIRE MEDICAL CENTER,Maragret485 Gutkowski940,GENERAL PRACTICE,F
PRV000349,ORG0349,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,Ciara810 Gibson10,GENERAL PRACTICE,F
PRV000350,ORG0350,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Odell776 Greenholt190,GENERAL PRACTICE,F
PRV000351,ORG0351,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Douglas31 Kuhlman484,GENERAL PRACTICE,M
PRV000352,ORG0352,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,Jerrod232 Denesik803,GENERAL PRACTICE,M
PRV000353,ORG0353,223302,BOSTON CHILDREN'S HOSPITAL,Eldora89 Langosh790,GENERAL PRACTICE,F
PRV000354,ORG0354,220031,BOSTON MEDICAL CENTER,Joslyn677 Friesen796,GENERAL PRACTICE,F
PRV000355,ORG0355,220036,BOSTON MEDICAL CENTER-BRIGHTON,Sammy219 Mayert710,GENERAL PRACTICE,M
PRV000356,ORG0356,224022,BOURNEWOOD HOSPITAL,Tyler508 Ferry570,GENERAL PRACTICE,M
PRV000357,ORG0357,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,Drew592 Ankunding277,GENERAL PRACTICE,M
PRV000358,ORG0358,220110,BRIGHAM AND WOMEN'S HOSPITAL,Troy560 Carter549,GENERAL PRACTICE,M
PRV000359,ORG0359,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Eugenio846 Streich926,GENERAL PRACTICE,M
PRV000360,ORG0360,220011,CAMBRIDGE HEALTH ALLIANCE,Antonia30 Hackett68,GENERAL PRACTICE,M
PRV000361,ORG0361,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,Hank686 Kemmer137,GENERAL PRACTICE,M
PRV000362,ORG0362,220012,CAPE COD HOSPITAL,Myrle831 D'Amore443,GENERAL PRACTICE,F
PRV000363,ORG0363,220017,CARNEY HOSPITAL,Mauricio81 Daniel959,GENERAL PRACTICE,M
PRV000364,ORG0364,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Joshua658 Wolf938,GENERAL PRACTICE,M
PRV000365,ORG0365,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,Chris95 Kub800,GENERAL PRACTICE,F
PRV000366,ORG0366,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Dudley365 Kutch271,GENERAL PRACTICE,M
PRV000367,ORG0367,220084,EMERSON HOSPITAL -,Rodrigo242 Serrano248,GENERAL PRACTICE,M
PRV000368,ORG0368,221302,FAIRVIEW HOSPITAL,Mertie42 Orn563,GENERAL PRACTICE,F
PRV000369,ORG0369,220135,FALMOUTH HOSPITAL,David908 Mueller846,GENERAL PRACTICE,M
PRV000370,ORG0370,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Leontine92 Schmeler639,GENERAL PRACTICE,F
PRV000371,ORG0371,220111,GOOD SAMARITAN MEDICAL CENTER,Tanner110 Roob72,GENERAL PRACTICE,M
PRV000372,ORG0372,220095,HEYWOOD HOSPITAL -,Kai187 Mann644,GENERAL PRACTICE,F
PRV000373,ORG0373,220080,HOLY FAMILY HOSPITAL,Karlene380 O'Keefe54,GENERAL PRACTICE,F
PRV000374,ORG0374,220024,HOLYOKE MEDICAL CENTER,Lucas404 Nitzsche158,GENERAL PRACTICE,M
PRV000375,ORG0375,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,Jamila16 Conroy74,GENERAL PRACTICE,F
PRV000376,ORG0376,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Maria750 Durgan499,GENERAL PRACTICE,M
PRV000377,ORG0377,220063,LOWELL GENERAL HOSPITAL,Laurie826 Pacocha935,GENERAL PRACTICE,F
PRV000378,ORG0378,221300,MARTHA'S VINEYARD HOSPITAL INC,Luis923 Alaniz897,GENERAL PRACTICE,M
PRV000379,ORG0379,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Dante562 White193,GENERAL PRACTICE,M
PRV000380,ORG0380,220071,MASSACHUSETTS GENERAL HOSPITAL,Morris740 Runolfsdottir785,GENERAL PRACTICE,M
PRV000381,ORG0381,224007,MCLEAN HOSPITAL CORPORATION,Trey250 Satterfield305,GENERAL PRACTICE,M
PRV000382,ORG0382,220070,MELROSEWAKEFIELD HEALTHCARE,Antonette454 Tromp100,GENERAL PRACTICE,F
PRV000383,ORG0383,220066,MERCY MEDICAL CTR,Ryan260 Kshlerin58,GENERAL PRACTICE,F
PRV000384,ORG0384,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,Ellis535 Ernser583,GENERAL PRACTICE,M
PRV000385,ORG0385,220175,METROWEST MEDICAL CENTER,Margarito178 Welch179,GENERAL PRACTICE,M
PRV000386,ORG0386,220090,MILFORD REGIONAL MEDICAL CENTER,Todd315 Steuber698,GENERAL PRACTICE,M
PRV000387,ORG0387,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Ai120 Hyatt152,GENERAL PRACTICE,F
PRV000388,ORG0388,220002,MOUNT AUBURN HOSPITAL,Josef103 Miller503,GENERAL PRACTICE,M
PRV000389,ORG0389,220177,NANTUCKET COTTAGE HOSPITAL,Halina47 Pollich983,GENERAL PRACTICE,F
PRV000390,ORG0390,220098,NASHOBA VALLEY MEDICAL CENTER,Araceli695 Willms744,GENERAL PRACTICE,F
PRV000391,ORG0391,220088,NEW ENGLAND BAPTIST HOSPITAL,Somer38 Wisozk929,GENERAL PRACTICE,F
PRV000392,ORG0392,220101,NEWTON-WELLESLEY HOSPITAL,Theo630 Weissnat378,GENERAL PRACTICE,F
PRV000393,ORG0393,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,Gordon377 Monahan736,GENERAL PRACTICE,M
PRV000394,ORG0394,220035,NORTH SHORE MEDICAL CENTER -,Adán600 Abeyta738,GENERAL PRACTICE,M
PRV000395,ORG0395,22009F,NORTHAMPTON VA MEDICAL CENTER,Annita733 Frami345,GENERAL PRACTICE,F
PRV000396,ORG0396,220033,NORTHEAST HOSPITAL CORPORATION,Julienne688 Buckridge80,GENERAL PRACTICE,F
PRV000397,ORG0397,220126,NORWOOD HOSPITAL,Kimberlie352 Kertzmann286,GENERAL PRACTICE,F
PRV000398,ORG0398,220020,SAINT ANNE'S HOSPITAL,Odessa199 Hintz995,GENERAL PRACTICE,F
PRV000399,ORG0399,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Trevor374 Williamson769,GENERAL PRACTICE,M
PRV000400,ORG0400,220100,SOUTH SHORE HOSPITAL,Patsy569 Olson653,GENERAL PRACTICE,F
PRV000401,ORG0401,224041,SOUTHCOAST BEHAVIORAL HEALTH,Shawnna218 Daniel959,GENERAL PRACTICE,F
PRV000402,ORG0402,220074,SOUTHCOAST HOSPITALS GROUP,Chelsey293 Simonis280,GENERAL PRACTICE,F
PRV000403,ORG0403,220176,ST VINCENT HOSPITAL,Nu535 Huel628,GENERAL PRACTICE,F
PRV000404,ORG0404,220008,STURDY MEMORIAL HOSPITAL,Arron144 Kassulke119,GENERAL PRACTICE,M
PRV000405,ORG0405,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Jude172 Hammes673,GENERAL PRACTICE,M
PRV000406,ORG0406,224001,TAUNTON STATE HOSPITAL,Magdalena964 Torphy630,GENERAL PRACTICE,F
PRV000407,ORG0407,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,Dewayne363 Lemke654,GENERAL PRACTICE,M
PRV000408,ORG0408,220116,TUFTS MEDICAL CENTER,Maria750 Koepp521,GENERAL PRACTICE,M
PRV000409,ORG0409,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Felica690 Farrell962,GENERAL PRACTICE,F
PRV000410,ORG0410,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Lilia791 Murillo232,GENERAL PRACTICE,F
PRV000411,ORG0411,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Celestina960 Reichert620,GENERAL PRACTICE,F
PRV000412,ORG0412,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Enriqueta274 Barton704,GENERAL PRACTICE,F
PRV000413,ORG0413,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,Adriana394 Calderón210,GENERAL PRACTICE,F
PRV000414,ORG0414,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Robby860 Abshire638,GENERAL PRACTICE,M
PRV000415,ORG0415,224038,"WALDEN BEHAVIORAL CARE, LLC",Karey608 Kerluke267,GENERAL PRACTICE,F
PRV000416,ORG0416,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Alina705 Rohan584,GENERAL PRACTICE,F
PRV000417,ORG0417,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,María José279 Marrero674,GENERAL PRACTICE,F
PRV000418,ORG0418,224039,WHITTIER PAVILION,Wilmer32 Stoltenberg489,GENERAL PRACTICE,M
PRV000419,ORG0419,220105,WINCHESTER HOSPITAL,Alvin56 Hayes766,GENERAL PRACTICE,M
PRV000420,ORG0420,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Brock407 Bergstrom287,GENERAL PRACTICE,M
PRV000421,ORG0421,220062,ADCARE HOSPITAL OF WORCESTER INC,Spencer878 Mills423,GENERAL PRACTICE,M
PRV000422,ORG0422,220029,ANNA JAQUES HOSPITAL,Charley358 Hermiston71,GENERAL PRACTICE,M
PRV000423,ORG0423,224013,ARBOUR HOSPITAL,Azzie965 Feil794,GENERAL PRACTICE,F
PRV000424,ORG0424,224018,ARBOUR HUMAN RESOURCE INSTITUTE,Vida128 Kohler843,GENERAL PRACTICE,F
PRV000425,ORG0425,224021,ARBOUR-FULLER HOSPITAL,Bree992 Denesik803,GENERAL PRACTICE,F
PRV000426,ORG0426,221303,ATHOL MEMORIAL HOSPITAL,Walton167 Turner526,GENERAL PRACTICE,M
PRV000427,ORG0427,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Carli641 Witting912,GENERAL PRACTICE,F
PRV000428,ORG0428,220077,BAYSTATE MEDICAL CENTER,Anderson154 Kunze215,GENERAL PRACTICE,M
PRV000429,ORG0429,220065,BAYSTATE NOBLE HOSPITAL,Tarra676 Cremin516,GENERAL PRACTICE,F
PRV000430,ORG0430,220030,BAYSTATE WING HOSPITAL,Kandi717 Beahan375,GENERAL PRACTICE,F
PRV000431,ORG0431,22001F,BEDFORD VA MEDICAL CENTER,Javier97 Sánchez310,GENERAL PRACTICE,M
PRV000432,ORG0432,220046,BERKSHIRE MEDICAL CENTER,Buddy254 Ullrich385,GENERAL PRACTICE,M
PRV000433,ORG0433,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,Shawn523 Padberg411,GENERAL PRACTICE,F
PRV000434,ORG0434,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Nerissa37 Hahn503,GENERAL PRACTICE,F
PRV000435,ORG0435,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Stephen891 Stamm704,GENERAL PRACTICE,F
