employee_id,candidate_id,request_id,hospital_id,hospital_name,employee_name,email,phone,role,department,employment_type,license_state,license_status,hire_date,assignment_start_date,assignment_end_date,hourly_pay_rate,employment_status
EMP001316,CAN005143,REQ000955,220031,BOSTON MEDICAL CENTER,Kendra Barker,sullivanvicki@example.com,+1-642-676-8551x4612,Laboratory Technician,Laboratory,Permanent Placement,MA,Active,2026-07-31,2026-08-19,2026-11-18,44.2,Active
EMP001317,CAN005147,REQ000993,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Eric Christensen,ericsalinas@example.org,+1-883-424-5265,Physical Therapist,Rehabilitation,Permanent Placement,MA,Pending,2026-07-31,2026-03-23,2026-09-21,70.35,Active
EMP001318,CAN005160,REQ001204,220071,MASSACHUSETTS GENERAL HOSPITAL,Anita Williams,franciscoskinner@example.com,(348)436-8437x16406,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2026-02-09,2026-05-11,37.51,Active
EMP001319,CAN005165,REQ001430,220110,BRIGHAM AND WOMEN'S HOSPITAL,Erica Wilson,efarrell@example.net,4395548324,Travel Nurse,Travel Nursing,Per Diem,MA,Active,2026-07-31,2026-08-14,2026-11-13,86.06,Active
EMP001320,CAN005168,REQ001192,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Troy Salazar,vmiller@example.org,(556)929-2892,Laboratory Technician,Laboratory,Travel Contract,MA,Active,2026-07-31,2026-02-17,2026-04-14,29.43,Active
EMP001321,CAN005169,REQ000851,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,Amanda Smith,caitlyn58@example.org,001-218-907-3209,Laboratory Technician,Laboratory,Permanent Placement,MA,Active,2026-07-31,2026-05-31,2026-09-20,38.17,Active
EMP001322,CAN005176,REQ000130,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Anne Jones,davisdavid@example.com,9638508786,Allied Health Professional,Allied Health,Local Contract,MA,Active,2026-07-31,2025-10-17,2026-01-09,42.97,Active
EMP001323,CAN005178,REQ001567,220135,FALMOUTH HOSPITAL,Lisa Torres,richardpadilla@example.net,+1-334-469-1627x3083,Registered Nurse,General Nursing,Permanent Placement,MA,Expired,2026-07-31,2026-06-30,2026-07-28,49.2,Active
EMP001324,CAN005180,REQ001208,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Jose Park,mark27@example.org,001-462-843-3653x3390,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2026-03-27,2026-04-24,62.75,Active
EMP001325,CAN005188,REQ000968,220030,BAYSTATE WING HOSPITAL,Todd Sharp,chavezabigail@example.com,851-470-0069,Emergency Room Nurse,Emergency Department,Local Contract,MA,Pending,2026-07-31,2026-06-25,2026-07-23,76.0,Active
EMP001326,CAN005189,REQ000799,220084,EMERSON HOSPITAL -,Hannah Dixon,kyle01@example.net,001-967-822-2166x548,Respiratory Therapist,Respiratory Care,Local Contract,MA,Active,2026-07-31,2025-12-16,2026-03-17,58.32,Active
EMP001327,CAN005191,REQ001699,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Jerry Merritt,anne83@example.com,(757)789-0662,Physician,Medical Services,Travel Contract,MA,Active,2026-07-31,2026-06-30,2026-10-20,136.85,Active
EMP001328,CAN005204,REQ000405,220066,MERCY MEDICAL CTR,Laurie Barnes,cthornton@example.com,(971)557-1871x8201,Physical Therapist,Rehabilitation,Travel Contract,MA,Active,2026-07-31,2025-10-21,2026-01-20,47.02,Active
EMP001329,CAN005208,REQ000530,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Angela Smith,mercedesmcdonald@example.org,9335894803,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2026-08-08,2026-10-31,41.37,Active
EMP001330,CAN005210,REQ000447,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Ashley Nelson,laura82@example.com,+1-832-437-7683x2688,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Active,2026-07-31,2026-01-27,2026-03-24,51.94,Active
EMP001331,CAN005211,REQ000022,220095,HEYWOOD HOSPITAL -,Monique Collier,ewilson@example.org,(650)782-5726x9677,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2026-04-28,2026-07-21,36.72,Active
EMP001332,CAN005216,REQ001644,220030,BAYSTATE WING HOSPITAL,Rodney Mcgee MD,gordonjessica@example.com,(256)737-9973,Laboratory Technician,Laboratory,Local Contract,MA,Active,2026-07-31,2026-01-25,2026-04-19,32.25,Active
EMP001333,CAN005219,REQ001419,220017,CARNEY HOSPITAL,John Donovan,morenobrenda@example.com,001-215-472-2196x9381,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2026-06-30,2026-09-29,74.39,Active
EMP001334,CAN005222,REQ000401,220017,CARNEY HOSPITAL,Matthew Rivera,xconway@example.org,001-605-939-0504x580,Laboratory Technician,Laboratory,Travel Contract,MA,Active,2026-07-31,2026-03-04,2026-06-03,44.89,Active
EMP001335,CAN005225,REQ000222,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Charles Hutchinson,tiffany27@example.com,+1-710-384-6842,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2026-07-15,2026-10-07,52.93,Active
EMP001336,CAN005226,REQ001192,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Stephanie Garcia,stephanie56@example.net,523-724-5454x191,Laboratory Technician,Laboratory,Travel Contract,MA,Active,2026-07-31,2026-02-17,2026-04-14,35.86,Active
EMP001337,CAN005229,REQ001199,220135,FALMOUTH HOSPITAL,Steven Carlson,yroberts@example.net,(601)874-0966x6223,ICU Nurse,Intensive Care Unit,Per Diem,MA,Active,2026-07-31,2026-03-24,2026-05-19,68.28,Active
EMP001338,CAN005232,REQ000405,220066,MERCY MEDICAL CTR,Teresa Smith,gcollins@example.org,536.212.8132x74807,Physical Therapist,Rehabilitation,Travel Contract,MA,Pending,2026-07-31,2025-10-21,2026-01-20,59.04,Active
EMP001339,CAN005235,REQ001304,220105,WINCHESTER HOSPITAL,Lisa Ross,kelsey73@example.org,499.885.1476x212,Laboratory Technician,Laboratory,Travel Contract,MA,Active,2026-07-31,2026-02-10,2026-06-02,32.1,Active
EMP001340,CAN005236,REQ001928,220046,BERKSHIRE MEDICAL CENTER,Gina Jones,jenkinsbrian@example.net,+1-330-263-6030x482,Emergency Room Nurse,Emergency Department,Permanent Placement,MA,Active,2026-07-31,2026-01-16,2026-03-13,52.75,Active
EMP001341,CAN005239,REQ001194,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Matthew Rodriguez,tranashley@example.net,866-295-0841x843,Radiologic Technologist,Radiology,Per Diem,MA,Pending,2026-07-31,2026-02-14,2026-06-06,39.87,Active
EMP001342,CAN005240,REQ001182,224007,MCLEAN HOSPITAL CORPORATION,Chelsey Johnson,lisagonzales@example.com,250.583.4003,Radiologic Technologist,Radiology,Local Contract,MA,Active,2026-07-31,2026-03-08,2026-06-07,51.91,Active
EMP001343,CAN005245,REQ000357,220030,BAYSTATE WING HOSPITAL,Judy Mccormick,stevenflores@example.net,001-899-936-9584x1635,Radiologic Technologist,Radiology,Local Contract,MA,Active,2026-07-31,2026-02-03,2026-04-28,46.26,Active
EMP001344,CAN005246,REQ000789,221303,ATHOL MEMORIAL HOSPITAL,Timothy Jones,williamsalexander@example.org,(928)648-7930,Radiologic Technologist,Radiology,Permanent Placement,MA,Expired,2026-07-31,2025-11-28,2026-05-29,38.77,Active
EMP001345,CAN005249,REQ000075,220024,HOLYOKE MEDICAL CENTER,Lindsey Martin,gbeasley@example.org,352.980.9876,Allied Health Professional,Allied Health,Permanent Placement,MA,Expired,2026-07-31,2025-11-03,2025-12-01,40.6,Active
EMP001346,CAN005251,REQ000987,220101,NEWTON-WELLESLEY HOSPITAL,Jonathan Christensen,keydavid@example.com,001-845-727-6309,Respiratory Therapist,Respiratory Care,Travel Contract,MA,Active,2026-07-31,2026-01-27,2026-07-28,54.93,Active
EMP001347,CAN005254,REQ001874,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Michael Phillips,ggriffith@example.org,(855)551-1972,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2026-08-17,2026-10-12,162.85,Active
EMP001348,CAN005267,REQ001028,220088,NEW ENGLAND BAPTIST HOSPITAL,Lisa Thompson,elizabeth73@example.net,456.679.8475x088,Travel Nurse,Travel Nursing,Permanent Placement,MA,Active,2026-07-31,2026-01-17,2026-04-18,68.59,Active
EMP001349,CAN005269,REQ001333,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Philip Bush,perezangela@example.com,(576)999-4170x7096,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2026-04-10,2026-06-05,53.49,Active
EMP001350,CAN005276,REQ001623,220036,BOSTON MEDICAL CENTER-BRIGHTON,Rhonda Boyle,raymondfrench@example.com,+1-436-924-8784x8561,Laboratory Technician,Laboratory,Local Contract,MA,Expired,2026-07-31,2026-03-20,2026-06-19,36.27,Active
EMP001351,CAN005287,REQ001044,220080,HOLY FAMILY HOSPITAL,Kathy Gonzalez,wpayne@example.com,001-916-988-4622x07693,Laboratory Technician,Laboratory,Per Diem,MA,Pending,2026-07-31,2026-08-18,2026-10-13,43.75,Active
EMP001352,CAN005294,REQ001698,220105,WINCHESTER HOSPITAL,Ashley Perez,kathrynbean@example.org,895-559-2694x694,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2026-05-01,2026-06-26,61.92,Active
EMP001353,CAN005295,REQ000851,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,Kathryn Rodriguez,browncatherine@example.org,988-316-6598x18470,Laboratory Technician,Laboratory,Permanent Placement,MA,Pending,2026-07-31,2026-05-31,2026-09-20,43.9,Active
EMP001354,CAN005296,REQ000886,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Isabella Howard,brian74@example.org,001-848-467-9183x96341,Emergency Room Nurse,Emergency Department,Travel Contract,MA,Active,2026-07-31,2025-10-26,2026-01-18,65.6,Active
EMP001355,CAN005299,REQ000942,220074,SOUTHCOAST HOSPITALS GROUP,Eric Nunez,angelaward@example.org,+1-203-382-1586x251,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Pending,2026-07-31,2025-10-19,2025-12-14,58.54,Active
EMP001356,CAN005309,REQ001192,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Carl Black,hannah14@example.org,(392)775-6571,Laboratory Technician,Laboratory,Travel Contract,MA,Pending,2026-07-31,2026-02-17,2026-04-14,47.76,Active
EMP001357,CAN005314,REQ000013,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Sharon Mclaughlin,susan20@example.com,001-210-531-4210x653,Travel Nurse,Travel Nursing,Per Diem,MA,Active,2026-07-31,2026-03-09,2026-04-06,56.43,Active
EMP001358,CAN005316,REQ001345,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,Dustin Valenzuela,ypreston@example.com,487-734-3249x238,Emergency Room Nurse,Emergency Department,Permanent Placement,MA,Active,2026-07-31,2026-07-07,2026-09-29,59.38,Active
EMP001359,CAN005318,REQ001606,224041,SOUTHCOAST BEHAVIORAL HEALTH,Jennifer Taylor,jacob98@example.org,450-207-7631,Respiratory Therapist,Respiratory Care,Local Contract,MA,Active,2026-07-31,2026-06-19,2026-07-17,45.62,Active
EMP001360,CAN005319,REQ001307,220095,HEYWOOD HOSPITAL -,Christopher Rice,robert62@example.com,321-880-2405,Registered Nurse,General Nursing,Local Contract,MA,Expired,2026-07-31,2026-05-02,2026-10-31,46.68,Active
EMP001361,CAN005322,REQ001569,220062,ADCARE HOSPITAL OF WORCESTER INC,Mrs. Danielle Schroeder DDS,derek08@example.net,719-279-7507,Radiologic Technologist,Radiology,Local Contract,MA,Active,2026-07-31,2025-12-22,2026-03-16,36.76,Active
EMP001362,CAN005326,REQ001724,224007,MCLEAN HOSPITAL CORPORATION,David Mccullough,ktrujillo@example.org,(556)395-2596,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2026-01-27,2026-03-24,41.72,Active
EMP001363,CAN005328,REQ000098,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Amber Tyler,williamsclaire@example.com,367-695-9614x778,Physical Therapist,Rehabilitation,Travel Contract,MA,Active,2026-07-31,2025-09-23,2025-11-18,48.75,Active
EMP001364,CAN005337,REQ001254,220046,BERKSHIRE MEDICAL CENTER,Mr. Jeffrey Barnes Jr.,robinsonkelly@example.com,(309)714-7908,Physical Therapist,Rehabilitation,Permanent Placement,MA,Active,2026-07-31,2026-04-16,2026-05-14,69.43,Assignment Completed
EMP001365,CAN005342,REQ001767,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Michelle Estrada,treilly@example.com,(895)577-0483x215,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2026-03-27,2026-06-19,43.12,Active
EMP001366,CAN005347,REQ000690,220111,GOOD SAMARITAN MEDICAL CENTER,Samuel Heath,adrianrose@example.org,633-547-0847,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2026-05-12,2026-07-07,202.09,Active
EMP001367,CAN005348,REQ000561,220030,BAYSTATE WING HOSPITAL,Teresa Peters,jessica47@example.com,001-626-371-3290,Physician,Medical Services,Per Diem,MA,Active,2026-07-31,2025-12-23,2026-04-14,160.73,Active
EMP001368,CAN005349,REQ000090,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Nicholas Palmer,kurttorres@example.org,9584888288,Laboratory Technician,Laboratory,Permanent Placement,MA,Active,2026-07-31,2025-12-23,2026-03-24,42.47,Active
EMP001369,CAN005353,REQ001903,223302,BOSTON CHILDREN'S HOSPITAL,Raymond Sanchez,ashleywilliams@example.org,001-994-481-1129x7640,Physical Therapist,Rehabilitation,Local Contract,MA,Active,2026-07-31,2026-04-10,2026-10-09,56.47,Active
EMP001370,CAN005354,REQ001094,220135,FALMOUTH HOSPITAL,Ashley Rivera,jerome15@example.com,294-346-8813,Physical Therapist,Rehabilitation,Per Diem,MA,Active,2026-07-31,2025-08-21,2025-11-13,56.52,Assignment Completed
EMP001371,CAN005362,REQ001166,220066,MERCY MEDICAL CTR,Jennifer Richards,fhanson@example.org,(799)784-9860x177,Laboratory Technician,Laboratory,Travel Contract,MA,Active,2026-07-31,2025-09-09,2025-12-09,33.8,Assignment Completed
EMP001372,CAN005364,REQ000291,221300,MARTHA'S VINEYARD HOSPITAL INC,Matthew Rasmussen,paula17@example.net,(975)881-1863x690,Respiratory Therapist,Respiratory Care,Local Contract,MA,Active,2026-07-31,2026-01-04,2026-02-01,46.92,Active
EMP001373,CAN005365,REQ000132,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Lisa Wade,mejiajessica@example.org,(971)545-8391,Laboratory Technician,Laboratory,Local Contract,MA,Active,2026-07-31,2026-04-02,2026-07-02,33.27,Active
EMP001374,CAN005370,REQ000217,220062,ADCARE HOSPITAL OF WORCESTER INC,Mary Boone,owensnancy@example.com,843-799-2061x1048,Physician,Medical Services,Travel Contract,MA,Expired,2026-07-31,2026-04-15,2026-07-08,216.71,Active
EMP001375,CAN005373,REQ000142,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Ricardo Foster,angela94@example.net,901.733.9590,Radiologic Technologist,Radiology,Travel Contract,MA,Active,2026-07-31,2025-10-11,2026-04-11,58.33,Active
EMP001376,CAN005375,REQ001915,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,Michelle Cox,bradleydonald@example.com,936-916-7268,Travel Nurse,Travel Nursing,Permanent Placement,MA,Active,2026-07-31,2026-06-24,2026-12-23,90.33,On Leave
EMP001377,CAN005381,REQ001973,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Anne Dennis,russellrachel@example.org,(568)497-5395,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2026-07-31,2027-01-29,213.68,Active
EMP001378,CAN005387,REQ000872,224021,ARBOUR-FULLER HOSPITAL,Kelly Rodriguez,joneserin@example.com,267-568-3426,Physical Therapist,Rehabilitation,Per Diem,MA,Active,2026-07-31,2026-02-06,2026-05-29,61.47,Active
EMP001379,CAN005389,REQ001251,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Angela Smith,priscilla48@example.net,+1-574-969-6105x9912,Physician,Medical Services,Permanent Placement,MA,Active,2026-07-31,2026-06-14,2026-08-09,219.35,Active
EMP001380,CAN005392,REQ001915,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,Dean Ryan,jerry89@example.com,777-616-0480x573,Travel Nurse,Travel Nursing,Permanent Placement,MA,Active,2026-07-31,2026-06-24,2026-12-23,81.29,Active
EMP001381,CAN005398,REQ001714,220080,HOLY FAMILY HOSPITAL,Craig Hooper,margaret20@example.com,(595)436-8922x28987,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2025-10-03,2025-12-26,48.39,Assignment Completed
EMP001382,CAN005402,REQ001920,220105,WINCHESTER HOSPITAL,Heather Riley,qhall@example.org,(390)390-1489x75484,ICU Nurse,Intensive Care Unit,Per Diem,MA,Active,2026-07-31,2026-05-10,2026-08-02,58.64,Active
EMP001383,CAN005404,REQ000565,220110,BRIGHAM AND WOMEN'S HOSPITAL,Jason Brooks,caitlincampos@example.org,(821)406-9437,Radiologic Technologist,Radiology,Local Contract,MA,Pending,2026-07-31,2026-03-30,2026-06-22,55.65,Active
EMP001384,CAN005418,REQ000083,223302,BOSTON CHILDREN'S HOSPITAL,Michelle Williams,phyllisbaker@example.org,(235)909-2636x9036,Physical Therapist,Rehabilitation,Local Contract,MA,Active,2026-07-31,2025-11-25,2026-03-17,60.53,Assignment Completed
EMP001385,CAN005424,REQ001932,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Chase Johnson,carrie21@example.com,206-579-4332,Physical Therapist,Rehabilitation,Travel Contract,MA,Active,2026-07-31,2026-08-19,2026-10-14,43.87,Active
EMP001386,CAN005426,REQ001911,220176,ST VINCENT HOSPITAL,Brian Rodriguez,crystalallen@example.net,001-439-292-5358x161,Physical Therapist,Rehabilitation,Permanent Placement,MA,Active,2026-07-31,2026-06-26,2026-07-24,61.46,Assignment Completed
EMP001387,CAN005427,REQ000941,221302,FAIRVIEW HOSPITAL,Justin Hill,melendezmichael@example.net,+1-411-562-6117x132,Registered Nurse,General Nursing,Travel Contract,MA,Active,2026-07-31,2026-05-30,2026-11-28,52.62,Active
EMP001388,CAN005428,REQ001492,220101,NEWTON-WELLESLEY HOSPITAL,Jessica Stephens,david16@example.org,(771)354-9276,ICU Nurse,Intensive Care Unit,Permanent Placement,MA,Active,2026-07-31,2026-06-28,2026-09-20,66.83,Active
EMP001389,CAN005432,REQ001997,220012,CAPE COD HOSPITAL,John Keller,jameshoward@example.org,001-513-929-1066x99475,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2026-06-01,2026-07-27,66.41,Active
EMP001390,CAN005433,REQ001553,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Hannah Lee,beth21@example.net,001-404-977-1672x63324,Physical Therapist,Rehabilitation,Travel Contract,MA,Active,2026-07-31,2025-08-22,2026-02-20,48.82,Active
EMP001391,CAN005437,REQ001723,220002,MOUNT AUBURN HOSPITAL,Thomas Maynard,kathyjones@example.com,+1-869-910-8511x97664,Radiologic Technologist,Radiology,Travel Contract,MA,Active,2026-07-31,2026-06-20,2026-09-12,35.08,Active
EMP001392,CAN005438,REQ001317,220030,BAYSTATE WING HOSPITAL,Angela Butler,benjamin04@example.com,(581)457-4367x1528,Physical Therapist,Rehabilitation,Local Contract,MA,Active,2026-07-31,2025-10-12,2026-01-11,51.83,Active
EMP001393,CAN005442,REQ000834,220175,METROWEST MEDICAL CENTER,Jeanne Koch MD,smithkatie@example.com,001-750-818-0990x5589,Laboratory Technician,Laboratory,Local Contract,MA,Active,2026-07-31,2026-07-15,2026-11-04,39.93,Active
EMP001394,CAN005447,REQ000263,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Shane Lopez,bethany05@example.com,+1-541-465-0571x4374,Respiratory Therapist,Respiratory Care,Travel Contract,MA,Active,2026-07-31,2026-03-17,2026-09-15,49.16,Active
EMP001395,CAN005455,REQ001733,220101,NEWTON-WELLESLEY HOSPITAL,Jennifer Wallace,williamssally@example.org,9369460098,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2025-10-09,2026-01-29,51.03,Assignment Completed
EMP001396,CAN005456,REQ000434,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Melissa Kelly,stacy84@example.net,+1-878-299-9588,Radiologic Technologist,Radiology,Travel Contract,MA,Active,2026-07-31,2025-11-10,2026-02-09,35.81,Active
EMP001397,CAN005462,REQ000030,224013,ARBOUR HOSPITAL,Justin Williams,rgarza@example.com,(304)592-8461x78804,Physical Therapist,Rehabilitation,Local Contract,MA,Active,2026-07-31,2025-11-09,2026-01-04,70.91,Active
EMP001398,CAN005468,REQ000046,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Timothy Shaw,scott62@example.net,001-471-928-4055x5423,Respiratory Therapist,Respiratory Care,Local Contract,MA,Pending,2026-07-31,2026-02-16,2026-06-08,40.25,Active
EMP001399,CAN005470,REQ000560,220077,BAYSTATE MEDICAL CENTER,Anthony Reynolds,stevefrazier@example.net,(241)645-3733x68602,Radiologic Technologist,Radiology,Travel Contract,MA,Active,2026-07-31,2026-06-10,2026-09-30,40.31,Active
EMP001400,CAN005471,REQ000680,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Beth Jones,tammy79@example.com,388-287-1991x941,Travel Nurse,Travel Nursing,Per Diem,MA,Active,2026-07-31,2026-04-15,2026-05-13,59.65,Active
EMP001401,CAN005473,REQ001737,220065,BAYSTATE NOBLE HOSPITAL,Eddie Carter,dustinhernandez@example.com,454.441.0993x585,Allied Health Professional,Allied Health,Travel Contract,MA,Pending,2026-07-31,2025-11-06,2026-01-29,35.82,Active
EMP001402,CAN005474,REQ001525,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Samuel Randall,michele19@example.net,+1-321-228-1857x163,Registered Nurse,General Nursing,Travel Contract,MA,Active,2026-07-31,2026-01-09,2026-04-03,44.74,Active
EMP001403,CAN005479,REQ001256,220024,HOLYOKE MEDICAL CENTER,Kim Gross,roy52@example.net,8757420142,Registered Nurse,General Nursing,Per Diem,MA,Pending,2026-07-31,2026-07-17,2026-08-14,46.95,Assignment Completed
EMP001404,CAN005480,REQ001103,224022,BOURNEWOOD HOSPITAL,Veronica Roy,ambertrujillo@example.com,738-613-9140,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Active,2026-07-31,2026-07-11,2026-08-08,56.64,Active
EMP001405,CAN005494,REQ001670,220105,WINCHESTER HOSPITAL,Christy Jimenez,piercecarl@example.com,825-738-3974,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2026-05-16,2026-08-15,58.8,Active
EMP001406,CAN005498,REQ000594,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Andrea Huffman,jacob45@example.net,216-365-7927,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2026-01-13,2026-04-14,47.34,Active
EMP001407,CAN005501,REQ001624,224013,ARBOUR HOSPITAL,Kurt Morgan,jennifervaughn@example.com,001-431-685-5775x15473,Laboratory Technician,Laboratory,Local Contract,MA,Pending,2026-07-31,2026-02-18,2026-06-10,34.86,Assignment Completed
EMP001408,CAN005506,REQ001700,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Ms. Leah Duarte,andersonjoseph@example.net,(997)646-1553,Radiologic Technologist,Radiology,Travel Contract,MA,Active,2026-07-31,2025-08-20,2025-12-10,58.4,Active
EMP001409,CAN005511,REQ001499,220017,CARNEY HOSPITAL,Mary Lopez,rogersann@example.net,+1-561-218-5021x770,Registered Nurse,General Nursing,Permanent Placement,MA,Pending,2026-07-31,2025-09-20,2025-10-18,58.07,Active
EMP001410,CAN005512,REQ001276,220036,BOSTON MEDICAL CENTER-BRIGHTON,Danielle Bell,alexis45@example.org,(458)214-4542,Physical Therapist,Rehabilitation,Local Contract,MA,Active,2026-07-31,2025-09-18,2026-03-19,43.28,Active
EMP001411,CAN005513,REQ001258,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Alejandro Moody,aaron13@example.com,+1-397-262-2456x878,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2025-09-29,2026-01-19,69.21,Active
EMP001412,CAN005515,REQ000900,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Ethan Golden,kolson@example.com,001-390-988-1091,Physician,Medical Services,Travel Contract,MA,Active,2026-07-31,2026-07-04,2026-09-26,121.0,Assignment Completed
EMP001413,CAN005516,REQ000686,221300,MARTHA'S VINEYARD HOSPITAL INC,James Allen,nmelendez@example.org,+1-700-310-9194x0936,Physician,Medical Services,Permanent Placement,MA,Active,2026-07-31,2025-11-22,2026-02-21,179.04,Active
EMP001414,CAN005522,REQ000566,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Anne Matthews,clarkbruce@example.org,001-790-867-7468x03907,Emergency Room Nurse,Emergency Department,Permanent Placement,MA,Active,2026-07-31,2026-06-02,2026-06-30,66.73,Active
EMP001415,CAN005525,REQ000721,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Suzanne Rocha,laurenglass@example.com,906.649.0858,Physical Therapist,Rehabilitation,Travel Contract,MA,Active,2026-07-31,2026-08-21,2026-10-16,58.67,Active
EMP001416,CAN005528,REQ001015,220126,NORWOOD HOSPITAL,Pamela Nelson,careyamanda@example.com,001-851-531-9117,ICU Nurse,Intensive Care Unit,Per Diem,MA,Active,2026-07-31,2026-03-27,2026-06-19,59.33,Active
EMP001417,CAN005531,REQ001778,220088,NEW ENGLAND BAPTIST HOSPITAL,Evan Gray,michaelalvarado@example.net,6872801588,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2025-11-18,2026-01-13,64.9,Assignment Completed
EMP001418,CAN005541,REQ000178,220031,BOSTON MEDICAL CENTER,Christopher Mitchell,alexandra74@example.net,596-645-3757,Radiologic Technologist,Radiology,Local Contract,MA,Active,2026-07-31,2026-02-04,2026-03-04,48.51,Active
EMP001419,CAN005544,REQ001405,220008,STURDY MEMORIAL HOSPITAL,Timothy Campbell,vroberts@example.org,+1-470-275-2218x5093,Respiratory Therapist,Respiratory Care,Local Contract,MA,Active,2026-07-31,2026-07-27,2027-01-25,41.36,Active
EMP001420,CAN005549,REQ000693,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,Travis Anderson,craigyates@example.org,+1-399-407-5616x26577,Physician,Medical Services,Per Diem,MA,Active,2026-07-31,2025-09-20,2026-01-10,203.58,Active
EMP001421,CAN005554,REQ001060,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,James Jones,hawkinsedward@example.com,611-496-2992,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2025-09-20,2025-11-15,42.2,Active
EMP001422,CAN005556,REQ001354,220008,STURDY MEMORIAL HOSPITAL,Bobby Higgins,melissaroberts@example.net,819-491-7393x16974,Travel Nurse,Travel Nursing,Local Contract,MA,Active,2026-07-31,2025-12-24,2026-06-24,85.23,Active
EMP001423,CAN005557,REQ000076,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Kristen Stephens,nkrause@example.org,001-818-724-9067,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2025-11-08,2026-01-31,42.25,Active
